Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,symbol,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,Close_GOOG,High_GOOG,Low_GOOG,Open_GOOG,Volume_GOOG,Close_AMZN,High_AMZN,Low_AMZN,Open_AMZN,Volume_AMZN,Close_META,High_META,Low_META,Open_META,Volume_META,Close_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Volume_NVDA,Close_TSLA,High_TSLA,Low_TSLA,Open_TSLA,Volume_TSLA,Close_JPM,High_JPM,Low_JPM,Open_JPM,Volume_JPM,Close_BAC,High_BAC,Low_BAC,Open_BAC,Volume_BAC,Close_WFC,High_WFC,Low_WFC,Open_WFC,Volume_WFC,Close_KO,High_KO,Low_KO,Open_KO,Volume_KO,Close_PEP,High_PEP,Low_PEP,Open_PEP,Volume_PEP,Close_MCD,High_MCD,Low_MCD,Open_MCD,Volume_MCD,Close_NKE,High_NKE,Low_NKE,Open_NKE,Volume_NKE,Close_PG,High_PG,Low_PG,Open_PG,Volume_PG,Close_DIS,High_DIS,Low_DIS,Open_DIS,Volume_DIS,Close_NFLX,High_NFLX,Low_NFLX,Open_NFLX,Volume_NFLX,Close_ORCL,High_ORCL,Low_ORCL,Open_ORCL,Volume_ORCL,Close_CRM,High_CRM,Low_CRM,Open_CRM,Volume_CRM,date
,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,NVDA,NVDA,NVDA,NVDA,NVDA,TSLA,TSLA,TSLA,TSLA,TSLA,JPM,JPM,JPM,JPM,JPM,BAC,BAC,BAC,BAC,BAC,WFC,WFC,WFC,WFC,WFC,KO,KO,KO,KO,KO,PEP,PEP,PEP,PEP,PEP,MCD,MCD,MCD,MCD,MCD,NKE,NKE,NKE,NKE,NKE,PG,PG,PG,PG,PG,DIS,DIS,DIS,DIS,DIS,NFLX,NFLX,NFLX,NFLX,NFLX,ORCL,ORCL,ORCL,ORCL,ORCL,CRM,CRM,CRM,CRM,CRM,
2025-12-05,,,,,,MSFT,483.1600036621094,483.3999938964844,478.8800048828125,482.5199890136719,22587400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-05
2025-12-01,,,,,,GOOG,,,,,,315.1199951171875,319.6300048828125,313.9800109863281,317.4750061035156,28520600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01
2025-12-02,,,,,,GOOG,,,,,,316.0199890136719,318.6000061035156,314.2200012207031,316.8999938964844,24668200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-02
2025-12-03,,,,,,GOOG,,,,,,320.6199951171875,322.0400085449219,314.2799987792969,316.0299987792969,32285100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-03
2025-12-04,,,,,,GOOG,,,,,,318.3900146484375,323.0989990234375,315.5899963378906,323.0450134277344,20831600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-04
2025-12-05,,,,,,GOOG,,,,,,322.0899963378906,323.8299865722656,319.9800109863281,320.0,15693700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-05
2025-12-01,,,,,,AMZN,,,,,,,,,,,233.8800048828125,235.8000030517578,232.25,233.22000122070312,42904000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01
2025-12-02,,,,,,AMZN,,,,,,,,,,,234.4199981689453,238.97000122070312,233.5500030517578,235.00999450683594,45785400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-02
2025-12-03,,,,,,AMZN,,,,,,,,,,,232.3800048828125,233.3800048828125,230.61000061035156,233.35000610351562,35495100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-03
2025-12-04,,,,,,AMZN,,,,,,,,,,,229.11000061035156,233.5,226.8000030517578,232.77000427246094,45683200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-04
2025-12-05,,,,,,AMZN,,,,,,,,,,,229.52999877929688,231.24000549316406,228.5500030517578,230.32000732421875,33075500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-05
2025-12-01,,,,,,META,,,,,,,,,,,,,,,,640.8699951171875,645.3200073242188,637.760009765625,639.5499877929688,13029900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01
2025-12-02,,,,,,META,,,,,,,,,,,,,,,,647.0999755859375,647.8699951171875,638.0700073242188,642.3400268554688,11640900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-02
2025-12-03,,,,,,META,,,,,,,,,,,,,,,,639.5999755859375,648.8499755859375,637.5499877929688,644.4099731445312,11134300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-03
2025-12-04,,,,,,META,,,,,,,,,,,,,,,,661.530029296875,676.0999755859375,660.0499877929688,676.0,29874600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-04
2025-12-05,,,,,,META,,,,,,,,,,,,,,,,673.4199829101562,674.6900024414062,662.3900146484375,664.0,21166900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-05
2025-12-01,,,,,,NVDA,,,,,,,,,,,,,,,,,,,,,179.9099884033203,180.28997214473748,173.67033006996684,174.75027181562072,188131000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01
2025-12-02,,,,,,NVDA,,,,,,,,,,,,,,,,,,,,,181.4499053955078,185.6496685428864,179.98997995570696,181.74987648908228,182632200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-02
2025-12-03,,,,,,NVDA,,,,,,,,,,,,,,,,,,,,,179.5800018310547,182.43984327721986,179.1000328161426,181.06992440272873,165138000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-03
2025-12-04,,,,,,NVDA,,,,,,,,,,,,,,,,,,,,,183.3800048828125,184.52000427246094,179.9600067138672,181.6199951171875,167364900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-04
2025-12-05,,,,,,NVDA,,,,,,,,,,,,,,,,,,,,,182.41000366210938,184.66000366210938,180.91000366210938,183.88999938964844,143635500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-05
2025-12-01,,,,,,TSLA,,,,,,,,,,,,,,,,,,,,,,,,,,430.1400146484375,433.6600036621094,425.2900085449219,425.32000732421875,57463600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-01
2025-12-02,,,,,,TSLA,,,,,,,,,,,,,,,,,,,,,,,,,,429.239990234375,436.79998779296875,422.1199951171875,430.80999755859375,69336600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-02
